reaction_id,reaction_name,reaction_equation,lower_bound,upper_bound,gene_reaction_rule,subsystem
ILEt2r,L isoleucine reversible transport via proton symport,h_e + ile__L_e <=> h_c + ile__L_c,-999999.0,999999.0,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C,
ILEt6,L isoleucine transport in via proton antiport  vacuolar,h_v + ile__L_c --> h_c + ile__L_v,0.0,999999.0,YJR001W,
ILEt7,L isoleucine transport out via proton symport  vacuolar,h_v + ile__L_v --> h_c + ile__L_c,0.0,999999.0,YKL146W or YNL101W,
LEUt2r,L leucine reversible transport via proton symport,h_e + leu__L_e <=> h_c + leu__L_c,-999999.0,999999.0,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C or YDR508C,
LEUt6,L leucine transport in via proton antiport  vacuolar,h_v + leu__L_c --> h_c + leu__L_v,0.0,999999.0,YJR001W,
LEUt7,L leucine transport out via proton symport  vacuolar,h_v + leu__L_v --> h_c + leu__L_c,0.0,999999.0,YNL101W or YKL146W,
LGTHL,Lactoylglutathione lyase,gthrd_c + mthgxl_c --> lgt__S_c,0.0,999999.0,YML004C,
LNS14DM,Cytochrome P450 lanosterol 14 alpha demethylase  NADP,2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nadp_c,0.0,999999.0,YHR007C and YHR042W,
LNS14DMx,Cytochrome P450 lanosterol 14 alpha demethylase  NAD,2.0 h_c + lanost_c + 3.0 nadh_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nad_c,0.0,999999.0,(YNL111C and YHR007C and YKL150W) or (YIL043C and YNL111C and YHR007C),
FORt,Formate transport via diffusion,for_e <=> for_c,-999999.0,999999.0,,
LNSTLS,Lanosterol synthase,Ssq23epx_c --> lanost_c,0.0,999999.0,YHR072W,
MACACI,Maleylacetoacetate isomerase,4mlacac_c --> 4fumacac_c,0.0,999999.0,,
MALOAAtp,Malateoxaloacetate shuttle,mal__L_x + oaa_c <=> mal__L_c + oaa_x,-999999.0,999999.0,,
LPCAT_SC,Lyso phosphatidylcholine acyltransferase acyltransferase  yeast specific,0.01 1agpc_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.27 pmtcoa_c + 0.05 stcoa_c + 0.1 tdcoa_c --> coa_c + 0.01 pc_SC_c,0.0,999999.0,YPR140W,
LPP_SC,Lipid phosphate phosphatase  yeast specific,0.01 dagpy_SC_c + h2o_c --> h_c + 0.01 pa_SC_c + pi_c,0.0,999999.0,YDR284C or YDR503C,
FORtm,Formate mitochondrial transport,for_m --> for_c,0.0,999999.0,,
FRDPtm,Farnesyl diphosphate transport  mitochondrial,frdp_c <=> frdp_m,-999999.0,999999.0,,
FRDcm,Fumarate reductase  cytosolicmitochondrial,fadh2_m + fum_c --> fad_m + succ_c,0.0,999999.0,YEL047C,
LSERDHr,L-serine dehydrogenase,nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c,-999999.0,999999.0,YMR226C,
LYSTRS,Lysyl-tRNA synthetase,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,0.0,999999.0,YDR037W,
LYSTRSm,Lysyl tRNA synthetase  mitochondrial,atp_m + lys__L_m + trnalys_m --> amp_m + lystrna_m + ppi_m,0.0,999999.0,YNL073W,
LYSt2m,Lysine mitochondrial transport via proton symport,h_c + lys__L_c <=> h_m + lys__L_m,-999999.0,999999.0,,
LYSt2r,L lysine reversible transport via proton symport,h_e + lys__L_e <=> h_c + lys__L_c,-999999.0,999999.0,YNL268W or YKR039W,
MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,0.0,999999.0,YIR031C or YNL117W,
MALSp,Malate synthase,accoa_x + glx_x + h2o_x --> coa_x + h_x + mal__L_x,0.0,999999.0,YIR031C or YNL117W,
MALT,Alpha glucosidase,h2o_c + malt_c --> 2.0 glc__D_c,0.0,999999.0,YBR299W or YGR292W or YJL221C or YGR287C or YIL172C or YJL216C,
MALTt2,Maltose transport in via proton symport,h_e + malt_e --> h_c + malt_c,0.0,999999.0,YGR289C or YBR298C or YDL247W or YJR160C,
MALt2r,L malate reversible transport via proton symport,h_e + mal__L_e <=> h_c + mal__L_c,-999999.0,999999.0,,
MALtm,Malate transport  mitochondrial,mal__L_c + pi_m <=> mal__L_m + pi_c,-999999.0,999999.0,YLR348C,
MAN1PT,Mannose 1 phosphate guanylyltransferase,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c,0.0,999999.0,YDL055C,
LYSt6,L lysine transport in via proton antiport  vacuolar,h_v + lys__L_c --> h_c + lys__L_v,0.0,999999.0,YBR293W or YCL069W or YMR088C,
L_LACD2cm,L Lactate dehydrogenase  cytosolicmitochondrial,2.0 ficytc_m + lac__L_c --> 2.0 focytc_m + pyr_c,0.0,999999.0,(YML054C and YEL039C) or (YML054C and YJR048W),
L_LACt2r,L lactate reversible transport via proton symport,h_e + lac__L_e <=> h_c + lac__L_c,-999999.0,999999.0,YKL217W,
MAN6PI,Mannose-6-phosphate isomerase,man6p_c <=> f6p_c,-999999.0,999999.0,YER003C,
L_LACtm,L lactate transport  mitochondrial,h_c + lac__L_c <=> h_m + lac__L_m,-999999.0,999999.0,,
MANNANter,Mannan endoplasmic reticulum transport via diffusion,mannan_c <=> mannan_r,-999999.0,999999.0,,
FRDm,Fumarate reductase,fadh2_m + fum_m --> fad_m + succ_m,0.0,999999.0,YJR051W,
MANt2,D mannose transport in via proton symport,h_e + man_e --> h_c + man_c,0.0,999999.0,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W,
MCITDm,2 methylcitrate dehydratase  mitochondrial,hcit_m <=> b124tc_m + h2o_m,-999999.0,999999.0,,
MCITL2m,Methylisocitrate lyase,micit_m --> pyr_m + succ_m,0.0,999999.0,YPR006C,
FRTT,Farnesyltranstransferase,frdp_c + ipdp_c --> ggdp_c + ppi_c,0.0,999999.0,YPL069C,
MCITSm,2 methylcitrate synthase,h2o_m + oaa_m + ppcoa_m --> 2mcit_m + coa_m + h_m,0.0,999999.0,YPR001W,
MCOATA,Malonyl-CoA-ACP transacylase,ACP_c + malcoa_c <=> coa_c + malACP_c,-999999.0,999999.0,YKL182W and YPL231W,
MCOATAm,Malonyl CoA ACP transacylase  mitochondrial,ACP_m + malcoa_m <=> coa_m + malACP_m,-999999.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
MIPC326PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  26C  phospholipase C,h2o_c + 0.01 mipc326_SC_c --> cer3_26_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
MIPCS124_SC,Mannose inositiol phophorylceramide synthase  ceramide 1  24C   yeast specific,gdpmann_c + 0.01 ipc124_SC_c --> gdp_c + h_c + 0.01 mipc124_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MIPCS126_SC,Mannose inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,gdpmann_c + 0.01 ipc126_SC_c --> gdp_c + h_c + 0.01 mipc126_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,-999999.0,999999.0,YOL126C,
MIPCS224_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,gdpmann_c + 0.01 ipc224_SC_c --> gdp_c + h_c + 0.01 mipc224_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MDHm,Malate dehydrogenase  mitochondrial,mal__L_m + nad_m <=> h_m + nadh_m + oaa_m,-999999.0,999999.0,YKL085W,
MDHp,Malate dehydrogenase  peroxisomal,mal__L_x + nad_x <=> h_x + nadh_x + oaa_x,-999999.0,999999.0,YDL078C,
MIPCS226_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  26C   yeast specific,gdpmann_c + 0.01 ipc226_SC_c --> gdp_c + h_c + 0.01 mipc226_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MIPCS324_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,gdpmann_c + 0.01 ipc324_SC_c --> gdp_c + h_c + 0.01 mipc324_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MIPCS326_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,gdpmann_c + 0.01 ipc326_SC_c --> gdp_c + h_c + 0.01 mipc326_SC_c,0.0,999999.0,(YBR036C and YPL057C) or (YBR036C and YBR161W),
MMETt2,S methylmethionine permease,h_e + mmet_e --> h_c + mmet_c,0.0,999999.0,YLL061W,
FRUK,Fructose-1-phosphate kinase,atp_c + f1p_c --> adp_c + fdp_c + h_c,0.0,999999.0,,
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,5mdru1p_c --> dkmpp_c + h2o_c,0.0,999999.0,,
FRUt2,D fructose transport in via proton symport,fru_e + h_e --> fru_c + h_c,0.0,999999.0,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W,
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf_c + atp_c --> adp_c + methf_c + pi_c,0.0,999999.0,YER183C,
ME1m,Malic enzyme  NAD   mitochondrial,mal__L_m + nad_m --> co2_m + nadh_m + pyr_m,0.0,999999.0,YKL029C,
ME2m,Malic enzyme  NADP   mitochondrial,mal__L_m + nadp_m --> co2_m + nadph_m + pyr_m,0.0,999999.0,YKL029C,
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,0.0,999999.0,YBR176W,
MTAP,5  methylthioadenosine phosphorylase,5mta_c + pi_c --> 5mdr1p_c + ade_c,0.0,999999.0,YLR017W,
MELIBt2,Melibiose transport in via symport,h_e + melib_e --> h_c + melib_c,0.0,999999.0,,
FTHFCLm,5 formethyltetrahydrofolate cyclo ligase  mitochondrial,5fthf_m + atp_m --> adp_m + methf_m + pi_m,0.0,999999.0,,
MELTGH,Melibiitol galactohydrolase,h2o_c + melt_c <=> gal_c + sbt__D_c,-999999.0,999999.0,YBR184W,
METAT,Methionine adenosyltransferase,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,0.0,999999.0,YDR502C or YLR180W,
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,-999999.0,999999.0,YGR204W,
MTHFCm,Methenyltetrahydrifikate cyclohydrolase  mitochondrial,h2o_m + methf_m <=> 10fthf_m + h_m,-999999.0,999999.0,YBR084W,
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,-999999.0,999999.0,YGR204W,
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,5fthf_c + atp_c + h2o_c --> 10fthf_c + adp_c + h_c + pi_c,0.0,999999.0,,
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,mlthf_c + nad_c --> methf_c + nadh_c,0.0,999999.0,YKR080W,
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,mlthf_m + nadp_m <=> methf_m + nadph_m,-999999.0,999999.0,YBR084W,
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,0.0,999999.0,YPL023C or YGL125W,
METB1,Metb1 (rev),achms_c + cys__L_c --> ac_c + cyst__L_c + h_c,0.0,999999.0,YJR130C,
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,0.0,999999.0,YER091C,
METTRS,Methionyl-tRNA synthetase,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,0.0,999999.0,YGR264C,
METTRSm,Methionyl tRNA synthetase  mitochondrial,atp_m + met__L_m + trnamet_m --> amp_m + mettrna_m + ppi_m,0.0,999999.0,YGR171C,
METt2m,Methionine mitochondrial transport via proton symport,h_m + met__L_m <=> h_c + met__L_c,-999999.0,999999.0,,
FTHFLi,Formate-tetrahydrofolate ligase,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,0.0,999999.0,YGR204W,
METt2r,L methionine reversible transport via proton symport,h_e + met__L_e <=> h_c + met__L_c,-999999.0,999999.0,YKR039W or YCL025C or YDR508C or YBR068C or YDR046C or YGR055W or YHL036W,
MTRI,5-methylthioribose-1-phosphate isomerase,5mdr1p_c <=> 5mdru1p_c,-999999.0,999999.0,,
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,0.0,999999.0,,
NACt,Nicotinic acid transport,nac_e <=> nac_c,-999999.0,999999.0,YGR260W,
NADDPp,NAD diphosphatase  peroxisomal,h2o_x + nad_x --> amp_x + 2.0 h_x + nmn_x,0.0,999999.0,YGL067W,
NADH2_u6cm,NADH dehydrogenase  cytosolicmitochondrial,h_c + nadh_c + q6_m --> nad_c + q6h2_m,0.0,999999.0,YMR145C or YDL085W,
NADH2_u6m,NADH dehydrogenase  mitochondrial,h_m + nadh_m + q6_m --> nad_m + q6h2_m,0.0,999999.0,YML120C or YKL192C,
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,0.0,999999.0,YJR049C or YEL041W or YPL188W,
MEVK1,Mevalonate kinase  atp,atp_c + mev__R_c --> 5pmev_c + adp_c + h_c,0.0,999999.0,YMR208W,
MEVK2,Mevalonate kinase  ctp,ctp_c + mev__R_c --> 5pmev_c + cdp_c + h_c,0.0,999999.0,YMR208W,
MEVK3,Mevalonate kinase  gtp,gtp_c + mev__R_c --> 5pmev_c + gdp_c + h_c,0.0,999999.0,YMR208W,
MEVK4,Mevalonate kinase  utp,mev__R_c + utp_c --> 5pmev_c + h_c + udp_c,0.0,999999.0,YMR208W,
MFAPS_SC,Methylene fatty acyl phospholipid synthase  yeast specific,amet_c + 0.01 ptdmeeta_SC_c --> ahcys_c + h_c + 0.01 ptd2meeta_SC_c,0.0,999999.0,YJR073C,
MGSA,Methylglyoxal synthase,dhap_c --> mthgxl_c + pi_c,0.0,999999.0,,
MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,0.0,999999.0,YER091C,
NADKm,NAD kinase  mitochondrial,atp_m + nad_m --> adp_m + h_m + nadp_m,0.0,999999.0,YEL041W or YJR049C or YPL188W,
NADN,NAD nucleosidase,h2o_c + nad_c --> adprib_c + h_c + ncam_c,0.0,999999.0,,
NADNm,NAD nucleosidase  mitochondrial,h2o_m + nad_m --> adprib_m + h_m + ncam_m,0.0,999999.0,,
MI13456PKn,Inositol 1 3 4 5 6 pentakisphosphate 2 kinase  nuclear,atp_n + mi13456p_n --> adp_n + h_n + minohp_n,0.0,999999.0,YDR315C,
FTHFLmi,Formate tetrahydrofolate ligase  mitochondrial irreversible,atp_m + for_m + thf_m --> 10fthf_m + adp_m + pi_m,0.0,999999.0,YBR084W,
MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,atp_n + mi1345p_n --> adp_n + h_n + mi13456p_n,0.0,999999.0,YDR173C,
MI1456PKn,Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus,atp_n + mi1456p_n --> adp_n + h_n + mi13456p_n,0.0,999999.0,YDR173C,
MI145P6Kn,Inositol 1 4 5 triphosphate 6 kinase  nucleus,atp_n + mi145p_n --> adp_n + h_n + mi1456p_n,0.0,999999.0,YDR173C,
MI145PKn,Inositol 1 4 5 trisphosphate 3 kinase  nucleus,atp_n + mi145p_n --> adp_n + h_n + mi1345p_n,0.0,999999.0,YDR173C,
NADPPPS,NADP phosphatase,h2o_c + nadp_c --> nad_c + pi_c,0.0,999999.0,,
NADPPPSm,NADP phosphatase,h2o_m + nadp_m --> nad_m + pi_m,0.0,999999.0,,
NADPt,NADP transporter,nadp_c <=> nadp_e,-999999.0,999999.0,,
MI145Ptn,1D myo Inositol 1 4 5 trisphosphate nuclear transport via diffusion,mi145p_c <=> mi145p_n,-999999.0,999999.0,,
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,-999999.0,999999.0,YPL262W,
MI1PP,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c --> inost_c + pi_c,0.0,999999.0,YHR046C,
MI1PS,Myo Inositol 1 phosphate synthase,g6p_c --> mi1p__D_c,0.0,999999.0,YJL153C,
MINOHPtn,Inositol hexakisphosphate nuclear transport  diffusion,minohp_c <=> minohp_n,-999999.0,999999.0,,
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,0.0,999999.0,YHR074W,
NADS1n,NAD synthase  nh3   nuclear,atp_n + dnad_n + nh4_n --> amp_n + h_n + nad_n + ppi_n,0.0,999999.0,YHR074W,
NADtn,NAD transport  nuclear through pores,nad_n <=> nad_c,-999999.0,999999.0,,
MIP2C124PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C  phospholipase C,h2o_c + 0.01 mip2c124_SC_c --> cer1_24_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c --> nicrnt_c + ppi_c,0.0,999999.0,YOR209C,
MIP2C126PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  26C  phospholipase C,h2o_c + 0.01 mip2c126_SC_c --> cer1_26_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
FUMAC,Fumarylacetoacetase,4fumacac_c + h2o_c --> acac_c + fum_c + h_c,0.0,999999.0,,
MIP2C224PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C  phospholipase C,h2o_c + 0.01 mip2c224_SC_c --> cer2_24_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
MIP2C226PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C  phospholipase C,h2o_c + 0.01 mip2c226_SC_c --> cer2_26_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
MIP2C324PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C  phospholipase C,h2o_c + 0.01 mip2c324_SC_c --> cer3_24_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
MIP2C326PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  26C  phospholipase C,h2o_c + 0.01 mip2c326_SC_c --> cer3_26_c + h_c + man2mi1p__D_c,0.0,999999.0,YER019W,
NAPRTm,NAPRTase  mitochondrial,h_m + nac_m + prpp_m --> nicrnt_m + ppi_m,0.0,999999.0,YOR209C,
NAt3_1,Sodium proton antiporter  HNA is 11,h_e + na1_c <=> h_c + na1_e,-999999.0,999999.0,YLR138W,
NDP1,Nucleoside diphosphatase  ADP,adp_c + h2o_c --> amp_c + h_c + pi_c,0.0,999999.0,YER005W,
NDP3,Nucleoside diphosphatase  GDP,gdp_c + h2o_c --> gmp_c + h_c + pi_c,0.0,999999.0,YER005W,
NDP3g,Nucleoside diphosphatase  GDP   Golgi,gdp_g + h2o_g --> gmp_g + h_g + pi_g,0.0,999999.0,YEL042W,
NDP4,Nucleoside diphosphatase  dGDP,dgdp_c + h2o_c --> dgmp_c + h_c + pi_c,0.0,999999.0,,
MIP2CS124_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  24C   yeast specific,0.01 mipc124_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c124_SC_c,0.0,999999.0,YDR072C,
MIP2CS126_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  26C   yeast specific,0.01 mipc126_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c126_SC_c,0.0,999999.0,YDR072C,
NDP7,Nucleoside diphosphatase  UDP,h2o_c + udp_c --> h_c + pi_c + ump_c,0.0,999999.0,YER005W,
MIP2CS224_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  26C   yeast specific,0.01 mipc224_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c224_SC_c,0.0,999999.0,YDR072C,
FUMm,Fumarase  mitochondrial,fum_m + h2o_m <=> mal__L_m,-999999.0,999999.0,YPL262W,
MIP2CS226_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  24C   yeast specific,0.01 mipc226_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c226_SC_c,0.0,999999.0,YDR072C,
MIP2CS324_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  24C   yeast specific,0.01 mipc324_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c324_SC_c,0.0,999999.0,YDR072C,
MIP2CS326_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  26C   yeast specific,0.01 mipc326_SC_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 mip2c326_SC_c,0.0,999999.0,YDR072C,
MIPC124PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  24C  phospholipase C,h2o_c + 0.01 mipc124_SC_c --> cer1_24_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,-999999.0,999999.0,YKL067W,
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,-999999.0,999999.0,YKL067W,
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,-999999.0,999999.0,YKL067W,
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,-999999.0,999999.0,YKL067W,
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <=> adp_c + dgtp_c,-999999.0,999999.0,YKL067W,
MIPC126PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  26C  phospholipase C,h2o_c + 0.01 mipc126_SC_c --> cer1_26_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),atp_c + dudp_c <=> adp_c + dutp_c,-999999.0,999999.0,YKL067W,
FUMt2r,Fumarate reversible transport via symport,fum_e + h_e <=> fum_c + h_c,-999999.0,999999.0,,
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,-999999.0,999999.0,YKL067W,
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <=> adp_c + datp_c,-999999.0,999999.0,YKL067W,
MIPC224PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  24C  phospholipase C,h2o_c + 0.01 mipc224_SC_c --> cer2_24_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
MIPC226PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  26C  phospholipase C,h2o_c + 0.01 mipc226_SC_c --> cer2_26_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
MIPC324PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  24C  phospholipase C,h2o_c + 0.01 mipc324_SC_c --> cer3_24_c + h_c + manmi1p__D_c,0.0,999999.0,YER019W,
NDPK9,Nucleoside diphosphate kinase  ATPIDP,atp_c + idp_c <=> adp_c + itp_c,-999999.0,999999.0,YKL067W,
NFORTYRt,N N bisformyl dityrosine transport  extracellular,Nbfortyr_c --> Nbfortyr_e,0.0,999999.0,YBR180W,
NFTYROX,N formyltyrosine oxidase,2.0 Nfortyr_c + h_c + nadph_c --> Nbfortyr_c + nadp_c,0.0,999999.0,YDR402C and YHR042W,
NH4t,Ammonia reversible transport,nh4_e <=> nh4_c,-999999.0,999999.0,YGR121C or YNL142W or YPR138C,
NH4ti,Ammonia transport  efflux  cytosol to extracellular,nh4_c --> nh4_e,0.0,999999.0,YDR384C,
NH4tm,NH3 mitochondrial transport,nh4_c <=> nh4_m,-999999.0,999999.0,,
NTD1,5'-nucleotidase (dUMP),dump_c + h2o_c --> duri_c + pi_c,0.0,999999.0,,
G12MT1g,Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus,gdpmann_g + m2macchitppdol_g --> gdp_g + h_g + m3macchitppdol_g,0.0,999999.0,YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C,
NTD10,5'-nucleotidase (XMP),h2o_c + xmp_c --> pi_c + xtsn_c,0.0,999999.0,,
NTD11,5'-nucleotidase (IMP),h2o_c + imp_c --> ins_c + pi_c,0.0,999999.0,YOR155C,
NTD2,5'-nucleotidase (UMP),h2o_c + ump_c --> pi_c + uri_c,0.0,999999.0,YGL224C,
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c --> dcyt_c + pi_c,0.0,999999.0,,
NH4tn,Ammonia nuclear transport,nh4_c <=> nh4_n,-999999.0,999999.0,,
NH4tp,Ammonia peroxisomal transport,nh4_c <=> nh4_x,-999999.0,999999.0,,
NMNAT,Nicotinamide-nucleotide adenylyltransferase,atp_c + h_c + nmn_c --> nad_c + ppi_c,0.0,999999.0,YGR010W,
NMNATm,Nicotinamide nucleotide adenylyltransferase  mitochondrial,atp_m + h_m + nmn_m --> nad_m + ppi_m,0.0,999999.0,YLR328W,
NMNTP,Nmntp,h_e + nmn_e --> h_c + nmn_c,0.0,999999.0,,
NTD4,5'-nucleotidase (CMP),cmp_c + h2o_c --> cytd_c + pi_c,0.0,999999.0,YGL224C,
G12MT2g,Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus,gdpmann_g + m3macchitppdol_g --> gdp_g + h_g + m4macchitppdol_g,0.0,999999.0,YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C,
NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c --> pi_c + thymd_c,0.0,999999.0,,
NMNt2m,NMN mitochondrial transport via proton symport,h_c + nmn_c <=> h_m + nmn_m,-999999.0,999999.0,,
NMNt2p,NMN peroxisomal transport via proton symport,h_c + nmn_c <=> h_x + nmn_x,-999999.0,999999.0,,
NNAM,Nicotinamidase,h2o_c + ncam_c <=> nac_c + nh4_c,-999999.0,999999.0,YGL037C,
G13MTg,Glycolipid 1 3 alpha D mannosyltransferase  Golgi apparatus,gdpmann_g + macchitppdol_g --> gdp_g + h_g + m1macchitppdol_g,0.0,999999.0,,
NNAMrm,Nicotinamidase  reversible  mitochondrial,h2o_m + ncam_m <=> nac_m + nh4_m,-999999.0,999999.0,YGL037C,
NTD6,5'-nucleotidase (dAMP),damp_c + h2o_c --> dad_2_c + pi_c,0.0,999999.0,,
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,0.0,999999.0,,
NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,0.0,999999.0,YLR328W,
NNATm,Nicotinate nucleotide adenylyltransferase  mitochondrial,atp_m + h_m + nicrnt_m --> dnad_m + ppi_m,0.0,999999.0,YLR328W,
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,0.0,999999.0,YFR047C,
