reaction_id,reaction_name,reaction_equation,lower_bound,upper_bound,gene_reaction_rule,subsystem
GLCGSD,Glucan 1 4 alpha glucosidase,glycogen_c + h2o_c --> glc__D_c,0.0,999999.0,YPR184W,
GLCGSDv,Glucan 1 4 alpha glucosidase  vacuole,glycogen_v + h2o_v --> glc__D_v,0.0,999999.0,YIL099W,
GSNt2m,Guanosine mitochondrial transport via proton symport,gsn_c + h_c <=> gsn_m + h_m,-999999.0,999999.0,,
GTHOr,Glutathione oxidoreductase,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,0.0,999999.0,(YPL091W and YDR513W) or (YPL091W and YCL035C) or (YPL091W and YDR098C) or (YPL091W and YER174C),
GTHOXti,Oxidized glutathione irreversible uniport,gthox_e --> gthox_c,0.0,999999.0,,
GTHOm,Glutathione oxidoreductase,gthox_m + h_m + nadph_m --> 2.0 gthrd_m + nadp_m,0.0,999999.0,YPL091W and YPL059W,
GLCNtv,Glycogen vacuolar  transport  via autophagy,glycogen_c --> glycogen_v,0.0,999999.0,,
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,f1p_c <=> dhap_c + glyald_c,-999999.0,999999.0,YKL060C,
GLCP,Glycogen phosphorylase,glycogen_c + pi_c --> g1p_c,0.0,999999.0,YPR160W,
GLCS2,Glycogen synthase  UDPGlc,udpg_c --> glycogen_c + h_c + udp_c,0.0,999999.0,(YKR058W and YLR258W) or (YKR058W and YFR015C) or (YJL137C and YFR015C) or (YJL137C and YLR258W),
GTHPi,Glutathione peridoxase,2.0 gthrd_c + h2o2_c <=> gthox_c + 2.0 h2o_c,-999999.0,999999.0,YDR513W or YCL035C or YBR244W or YIR037W or YKL026C,
GTHPm,Glutathione peroxidase  mitochondria,2.0 gthrd_m + h2o2_m <=> gthox_m + 2.0 h2o_m,-999999.0,999999.0,YPL059W,
GTHRDabcv,Reduced glutathione via ABC system  vacuolar,atp_v + gthrd_c + h2o_v --> adp_v + gthrd_v + h_v + pi_v,0.0,999999.0,YDR135C,
GTHRDt2,Glutathione transport,gthrd_e --> gthrd_c,0.0,999999.0,YJL212C,
GLCt1,Glucose transport  uniport,glc__D_e --> glc__D_c,0.0,999999.0,YHR092C or YLR081W or YOL156W or YDR536W or YHR094C or YEL069C or YDL245C or YJR158W or YFL011W or YNR072W or YMR011W or YDR345C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W,
GLCtv,Glucose transport  vacuolar,glc__D_c <=> glc__D_v,-999999.0,999999.0,,
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s17bp_c <=> dhap_c + e4p_c,-999999.0,999999.0,YKL060C,
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,0.0,999999.0,YPR035W,
GLNTRS,Glutaminyl-tRNA synthetase,atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + ppi_c,0.0,999999.0,YOR168W,
GTHS,Glutathione synthetase,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,0.0,999999.0,YOL049W,
GTMLT,G glutamyltransferase,ala__L_c + gthrd_c --> cgly_c + gluala_c,0.0,999999.0,YLR299W,
GLNt2n,Glutamine nuclear transport via proton symport,gln__L_c + h_c <=> gln__L_n + h_n,-999999.0,999999.0,,
FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,0.0,999999.0,YLR377C,
GLNt2r,L glutamine reversible transport via proton symport,gln__L_e + h_e <=> gln__L_c + h_c,-999999.0,999999.0,YKR039W or YCL025C or YDR508C or YPL265W,
GLNt6,L glutamine transport in via proton antiport  vacuolar,gln__L_c + h_v --> gln__L_v + h_c,0.0,999999.0,YJR001W,
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,0.0,999999.0,YGR267C,
GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,0.0,999999.0,YBL033C,
GTPH1,GTP diphosphohydrolase,gtp_c + 2.0 h2o_c --> gmp_c + 2.0 h_c + 2.0 pi_c,0.0,999999.0,YER005W,
GLNt7,L glutamine transport out via proton symport  vacuolar,gln__L_v + h_v --> gln__L_c + h_c,0.0,999999.0,YKL146W or YNL101W,
GTPt2m,GTPGDP translocase  mitochondrial  electroneutral,gdp_m + gtp_c + h_c --> gdp_c + gtp_m + h_m,0.0,999999.0,YDL198C,
GLPT,Glycylpeptide N tetradecanoyltransferase,glp_c + tdcoa_c --> coa_c + tglp_c,0.0,999999.0,YLR195C,
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f26bp_c + h2o_c --> f6p_c + pi_c,0.0,999999.0,YJL155C,
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.0,999999.0,YDR300C,
GLUCYS,Gamma-glutamylcysteine synthetase,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,0.0,999999.0,YJL101C,
GLUDC,Glutamate Decarboxylase,glu__L_c + h_c --> 4abut_c + co2_c,0.0,999999.0,YMR250W,
GUAD,Guanine deaminase,gua_c + h2o_c + h_c --> nh4_c + xan_c,0.0,999999.0,YDL238C,
GUAPRT,Guanine phosphoribosyltransferase,gua_c + prpp_c --> gmp_c + ppi_c,0.0,999999.0,YDR399W,
GUAt2r,Guanine reversible transport via proton symport,gua_e + h_e <=> gua_c + h_c,-999999.0,999999.0,YER056C or YER060W or YER060W_A or YGL186C,
GUAtm,Guanine mitochondrial transport via diffusion,gua_c <=> gua_m,-999999.0,999999.0,,
H2O2tn,Hydrogen peroxide nuclear transport,h2o2_c <=> h2o2_n,-999999.0,999999.0,,
H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,-999999.0,999999.0,YPR192W or YLL052C,
GLUDxi,Glutamate dehydrogenase  NAD,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,0.0,999999.0,YDL215C,
GLUDy,Glutamate dehydrogenase (NADP),glu__L_c + h2o_c + nadp_c <-- akg_c + h_c + nadph_c + nh4_c,-999999.0,0.0,YOR375C or YAL062W,
H2Oter,H2O endoplasmic reticulum transport,h2o_c <=> h2o_r,-999999.0,999999.0,,
FCLTm,Ferrochelatase  mitochondrial,fe2_m + ppp9_m --> 2.0 h_m + pheme_m,0.0,999999.0,YOR176W,
H2Otm,H2O transport  mitochondrial,h2o_c <=> h2o_m,-999999.0,999999.0,,
H2Otn,H2O transport  nuclear,h2o_n <=> h2o_c,-999999.0,999999.0,,
H2Otp,H2O transport  peroxisomal,h2o_c <=> h2o_x,-999999.0,999999.0,,
HCITSm,Homocitrate synthase,accoa_m + akg_m + h2o_m --> coa_m + h_m + hcit_m,0.0,999999.0,,
H2Otv,H2O transport  vacuolar,h2o_c <=> h2o_v,-999999.0,999999.0,,
HCITSn,Homocitrate synthase,accoa_n + akg_n + h2o_n --> coa_n + h_n + hcit_n,0.0,999999.0,YDL131W or YDL182W,
FDH,Formate dehydrogenase,for_c + nad_c --> co2_c + nadh_c,0.0,999999.0,YOR388C or YPL275W or YPL276W,
HACD10p,3 hydroxyacyl CoA dehydrogenase  3 oxohexacosyl CoA   peroxisomal,3hxccoa_x + nad_x <=> 3ohxccoa_x + h_x + nadh_x,-999999.0,999999.0,YKR009C,
HACD4p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,3odcoa_x + h_x + nadh_x <=> 3hdcoa_x + nad_x,-999999.0,999999.0,YKR009C,
FDNG,Formate  dehydrogenase  cytosolicmitochondrial,for_c + h_c + q6_m --> co2_c + q6h2_m,0.0,999999.0,,
HACD5p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,3oddcoa_x + h_x + nadh_x <=> 3hddcoa_x + nad_x,-999999.0,999999.0,YKR009C,
HACD6p,3 Hydroxyacyl CoA dehydrogenase  3 oxotetradecanoyl CoA   peroxisomal,3otdcoa_x + h_x + nadh_x <=> 3htdcoa_x + nad_x,-999999.0,999999.0,YKR009C,
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,-999999.0,999999.0,,
HCO3Em,HCO3 equilibration reaction,co2_m + h2o_m <=> h_m + hco3_m,-999999.0,999999.0,,
HCO3En,HCO3 equilibrium reaction  nuclear,co2_n + h2o_n <=> h_n + hco3_n,-999999.0,999999.0,,
HACD7p,3 hydroxyacyl CoA dehydrogenase  3 oxohexadecanoyl CoA   peroxisomal,3ohdcoa_x + h_x + nadh_x <=> 3hhdcoa_x + nad_x,-999999.0,999999.0,YKR009C,
HACD8p,3 hydroxyacyl CoA dehydrogenase  3 oxooctadecanoyl CoA   peroxisomal,3ohodcoa_x + h_x + nadh_x <=> 3hodcoa_x + nad_x,-999999.0,999999.0,YKR009C,
HCO3tn,Bicarbonate nuclear transport via diffusion,hco3_c <=> hco3_n,-999999.0,999999.0,,
HACNHm,Homoacontinate hydratase  mitochondrial,b124tc_m + h2o_m <=> hicit_m,-999999.0,999999.0,YDR234W,
FE2t,Iron  II  transport,fe2_e --> fe2_c,0.0,999999.0,YMR319C,
HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,4hbz_m + hexdp_m --> 3ophb_5_m + ppi_m,0.0,999999.0,YNR041C,
FE2utm,Iron  II  uptake  mitochondrial,fe2_c --> fe2_m,0.0,999999.0,,
HCYSMT,Homocysteine S-methyltransferase,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,0.0,999999.0,YPL273W or YLL062C,
HCYSt2p,Homocysteine peroxisomal transport via proton symport,h_c + hcys__L_c <=> h_x + hcys__L_x,-999999.0,999999.0,,
HDCAt,Hexadecanoate  n C160  transport in via uniport,hdca_e --> hdca_c,0.0,999999.0,,
HDCEAt,Hexadecenoate  n C161  transport in via uniport,hdcea_e --> hdcea_c,0.0,999999.0,,
FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,0.01 fecost_c + 0.655 hdcoa_c + 0.01 hexccoa_c + 0.27 odecoa_c + 0.02 pmtcoa_c + 0.03 stcoa_c + 0.015 tdcoa_c --> coa_c + 0.01 fecostest_SC_c,0.0,999999.0,YCR048W,
HEMEOMOm,Heme O monooxygenase  mitochondrial,hemeO_m + nadh_m + o2_m --> h2o_m + hemeA_m + nad_m,0.0,999999.0,YDR376W and YER141W and YPL252C,
HEMEOSm,Heme O synthase  mitochondrial,frdp_m + h2o_m + pheme_m --> hemeO_m + ppi_m,0.0,999999.0,YPL172C,
HETZK,Hydroxyethylthiazole kinase,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,0.0,999999.0,YPL214C,
FECOSTESTH_SC,Fecosterol ester hydrolase  yeast specific,0.01 fecostest_SC_c + h2o_c --> 0.01 fecost_c + h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c,0.0,999999.0,YKL140W or YLL012W,
HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c --> adp_c + g6p_c + h_c,0.0,999999.0,YFR053C or YGL253W or YCL040W,
HEX4,Hexokinase (D-mannose:ATP),atp_c + man_c --> adp_c + h_c + man6p_c,0.0,999999.0,YFR053C or YGL253W,
FECOSTESTH_SCe,Fecosterol ester hydrolase  yeast specific  extracellular,0.01 fecostest_SC_e + h2o_e --> 0.01 fecost_e + h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e,0.0,999999.0,YLR020C,
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,0.0,999999.0,YFR053C or YGL253W,
HEXCCOAtx,Fatty acid intracellular transport,hexccoa_c <=> hexccoa_x,-999999.0,999999.0,,
HEXDPtm,All trans hexaprenyl diphosphate transport  mitochondrial,hexdp_c <=> hexdp_m,-999999.0,999999.0,,
ILEtmi,Isoleucine transport from mitochondria to cytosol,ile__L_m --> ile__L_c,0.0,999999.0,,
FECOSTt,Fecosterol reversible transport,fecost_e <=> fecost_c,-999999.0,999999.0,YOR011W or YIL013C,
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,hgentis_c + o2_c --> 4mlacac_c + h_c,0.0,999999.0,,
HICITDm,Homoisocitrate dehydrogenase,hicit_m + nad_m <=> h_m + nadh_m + oxag_m,-999999.0,999999.0,YIL094C,
FEtm,Iron  II  transport,fe2_m --> fe2_c,0.0,999999.0,,
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-999999.0,999999.0,YLR028C or YMR120C,
FKYNH,N Formyl L kynurenine amidohydrolase,Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c,0.0,999999.0,YJL060W,
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.0,999999.0,YHR216W or YLR432W or YAR075W or YML056C or YAR073W,
IND3ACtm,Indole 3 acetate mitochondrial transport via diffusion,ind3ac_c <=> ind3ac_m,-999999.0,999999.0,,
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.0,999999.0,YCL030C,
FMETTRSm,Methionyl tRNA formyltransferase  mitochondrial,10fthf_m + mettrna_m --> fmettrna_m + h_m + thf_m,0.0,999999.0,YBL013W,
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.0,999999.0,YFR025C,
HISTRS,Histidyl-tRNA synthetase,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,0.0,999999.0,YPR033C,
IND3ETHt,Tryptophol transport  extracellular,ind3eth_c <=> ind3eth_e,-999999.0,999999.0,,
IND3ETHtm,Tryptophol transport  mitochondrial,ind3eth_c <=> ind3eth_m,-999999.0,999999.0,,
INDPYRD,Indole 3 pyruvate decarboxylase,h_c + indpyr_c <=> co2_c + id3acald_c,-999999.0,999999.0,YLR134W or YLR044C or YGR087C or YDR380W,
HISTRSm,Histidyl tRNA synthetase  mitochondrial,atp_m + his__L_m + trnahis_m --> amp_m + histrna_m + ppi_m,0.0,999999.0,YPR033C,
INSK,Insosine kinase,atp_c + ins_c --> adp_c + h_c + imp_c,0.0,999999.0,,
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,0.0,999999.0,YDL045C,
HISt2m,Histidine mitochondrial transport via proton symport,h_m + his__L_m <=> h_c + his__L_c,-999999.0,999999.0,,
HISt2r,L histidine reversible transport via proton symport,h_e + his__L_e <=> h_c + his__L_c,-999999.0,999999.0,YGR191W or YKR039W or YCL025C or YBR069C,
HISt6,L histidine transport in via proton antiport  vacuolar,h_v + his__L_c --> h_c + his__L_v,0.0,999999.0,YBR293W or YMR088C or YCL069W,
HKYNH,3 Hydroxy L kynurenine hydrolase,h2o_c + hLkynr_c --> 3hanthrn_c + ala__L_c,0.0,999999.0,YLR231C,
HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,0.0,999999.0,YDL205C,
INSTt2,Inositol transport in via proton symport,h_e + inost_e --> h_c + inost_c,0.0,999999.0,YDR497C or YOL103W,
INSt2,Inosine transport in via proton symport,h_e + ins_e --> h_c + ins_c,0.0,999999.0,,
IPC124PLC_SC,Inositol phosphorylceramide  ceramide 1  24C  phospholipase C,h2o_c + 0.01 ipc124_SC_c --> cer1_24_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
IPC126PLC_SC,Inositol phosphorylceramide  ceramide 1  26C  phospholipase C,h2o_c + 0.01 ipc126_SC_c --> cer1_26_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
IPC224PLC_SC,Inositol phosphorylceramide  ceramide 2  24C  phospholipase C,h2o_c + 0.01 ipc224_SC_c --> cer2_24_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
IPC226PLC_SC,Inositol phosphorylceramide  ceramide 2  26C  phospholipase C,h2o_c + 0.01 ipc226_SC_c --> cer2_26_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
HMGCOAR,Hydroxymethylglutaryl CoA reductase,coa_c + mev__R_c + 2.0 nadp_c <=> 2.0 h_c + hmgcoa_c + 2.0 nadph_c,-999999.0,999999.0,YLR450W or YML075C,
HMGCOAS,Hydroxymethylglutaryl CoA synthase,coa_c + h_c + hmgcoa_c <=> aacoa_c + accoa_c + h2o_c,-999999.0,999999.0,YML126C,
HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,coa_m + h_m + hmgcoa_m <=> aacoa_m + accoa_m + h2o_m,-999999.0,999999.0,YML126C,
IPC324PLC_SC,Inositol phosphorylceramide  ceramide 3  24C  phospholipase C,h2o_c + 0.01 ipc324_SC_c --> cer3_24_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
IPC326PLC_SC,Inositol phosphorylceramide  ceramide 3  26C  phospholipase C,h2o_c + 0.01 ipc326_SC_c --> cer3_26_c + h_c + mi1p__D_c,0.0,999999.0,YER019W,
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,hmgcoa_c <=> hmgcoa_m,-999999.0,999999.0,,
FMNATm,FMN adenylyltransferase,atp_m + fmn_m + h_m --> fad_m + ppi_m,0.0,999999.0,,
HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,0.0,999999.0,YOL055C or YPL258C or YPR121W,
HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,2ahhmp_m + atp_m --> 2ahhmd_m + amp_m + h_m,0.0,999999.0,YNL256W,
HPROa,L hydroxyproline reductase  NAD,1p3h5c_c + 2.0 h_c + nadh_c --> 4hpro_LT_c + nad_c,0.0,999999.0,YER023W,
IPCS124_SC,Inositol phosphorylceramide synthase  ceramide 1  24C   yeast specific,cer1_24_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc124_SC_c,0.0,999999.0,YKL004W,
IPCS126_SC,Inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,cer1_26_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc126_SC_c,0.0,999999.0,YKL004W,
IPCS224_SC,Inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,cer2_24_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc224_SC_c,0.0,999999.0,YKL004W,
IPCS226_SC,Inositol phosphoryceramide synthase  ceramide 2  26C   yeast specific,cer2_26_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc226_SC_c,0.0,999999.0,YKL004W,
HPROb,L hydroxyproline reductase  NADP,1p3h5c_c + 2.0 h_c + nadph_c --> 4hpro_LT_c + nadp_c,0.0,999999.0,YER023W,
HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,4hpro_LT_m + nad_m --> 1p3h5c_m + 2.0 h_m + nadh_m,0.0,999999.0,YHR037W,
IPCS324_SC,Inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,cer3_24_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc324_SC_c,0.0,999999.0,YKL004W,
IPCS326_SC,Inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,cer3_26_c + 0.01 ptd1ino_SC_c --> 0.01 12dgr_SC_c + 0.01 ipc326_SC_c,0.0,999999.0,YKL004W,
HPROym,L hydroxyproline dehydrogenase  NADP   mitochondrial,4hpro_LT_m + nadp_m --> 1p3h5c_m + 2.0 h_m + nadph_m,0.0,999999.0,YHR037W,
FMNRx,FMN reductase,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,0.0,999999.0,YLR011W,
HSDxi,Homoserine dehydrogenase  NADH   irreversible,aspsa_c + h_c + nadh_c --> hom__L_c + nad_c,0.0,999999.0,YJR139C,
IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c <=> dmpp_c,-999999.0,999999.0,YPL117C,
FMNRx2,FMN reductase,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,0.0,999999.0,YLR011W,
IPDPtm,Isopentenyl diphosphate transport  mitochondrial,ipdp_c <=> ipdp_m,-999999.0,999999.0,,
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.0,999999.0,YCL018W,
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-999999.0,999999.0,YGL009C,
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-999999.0,999999.0,YGL009C,
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.0,999999.0,YOR108W or YNL104C,
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <-- aspsa_c + h_c + nadph_c,-999999.0,0.0,YJR139C,
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c <=> achms_c + coa_c,-999999.0,999999.0,YNL277W,
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.0,999999.0,YHR025W,
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.0,999999.0,YIL116W,
HXANt2r,Hypoxanthine reversible transport via proton symport,h_e + hxan_e <=> h_c + hxan_c,-999999.0,999999.0,,
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> imp_c + ppi_c,0.0,999999.0,YDR399W,
HYPOE,Hypothetical enyme,h2o_c + pyam5p_c --> pi_c + pydam_c,0.0,999999.0,,
IAMACt,Isoamyl acetate transport  extracellular,iamac_c --> iamac_e,0.0,999999.0,,
IAMOHt,Isoamyl alcohol transport  extracellular,iamoh_c <=> iamoh_e,-999999.0,999999.0,,
IAMOHtm,Isoamyl alcohol transport  mitochondrial,iamoh_c <=> iamoh_m,-999999.0,999999.0,,
IBUTACt,Isobutyl acetate transport  extracellular,ibutac_c --> ibutac_e,0.0,999999.0,,
IBUTOHt,Isobutyl alcohol transport  extracellular,ibutoh_c <=> ibutoh_e,-999999.0,999999.0,,
IBUTOHtm,Isobutyl alcohol transport  mitochondrial,ibutoh_c <=> ibutoh_m,-999999.0,999999.0,,
ICDHxm,Isocitrate dehydrogenase  NAD,icit_m + nad_m --> akg_m + co2_m + nadh_m,0.0,999999.0,YNL037C and YOR136W,
IPPSm,2 isopropylmalate synthase  mitochondrial,3mob_m + accoa_m + h2o_m --> 3c3hmp_m + coa_m + h_m,0.0,999999.0,YNL104C,
ITCOALm,Itaconate  CoA ligase  ADP forming   mitochondrial,atp_m + coa_m + itacon_m <=> adp_m + itaccoa_m + pi_m,-999999.0,999999.0,YGR244C and YOR142W,
KARA1im,Acetohydroxy acid isomeroreductase  mitochondrial,alac__S_m + h_m + nadph_m --> 23dhmb_m + nadp_m,0.0,999999.0,YLR355C,
KARA2im,Ketol acid reductoisomerase  2 Aceto 2 hydroxybutanoate   mitochondrial,2ahbut_m + h_m + nadph_m --> 23dhmp_m + nadp_m,0.0,999999.0,YLR355C,
KYN,Kynureninase,Lkynr_c + h2o_c --> ala__L_c + anth_c + h_c,0.0,999999.0,YLR231C,
KYN3OX,Kynurenine 3 monooxygenase,Lkynr_c + h_c + nadph_c + o2_c --> h2o_c + hLkynr_c + nadp_c,0.0,999999.0,YBL098W,
Kt2r,Potassium reversible transport  via proton symport,h_e + k_e <=> h_c + k_c,-999999.0,999999.0,,
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,0.0,999999.0,YOL151W or YHR104W,
LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,0.655 hdcoa_c + 0.01 hexccoa_c + 0.01 lanost_c + 0.27 odecoa_c + 0.02 pmtcoa_c + 0.03 stcoa_c + 0.015 tdcoa_c --> coa_c + 0.01 lanostest_SC_c,0.0,999999.0,YCR048W,
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c --> akg_c + co2_c + nadph_c,0.0,999999.0,YLR174W,
ICDHym,Isocitrate dehydrogenase  NADP,icit_m + nadp_m --> akg_m + co2_m + nadph_m,0.0,999999.0,YDL066W,
ICDHyp,Isocitrate dehydrogenase  NADP,icit_x + nadp_x --> akg_x + co2_x + nadph_x,0.0,999999.0,YNL009W,
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,0.0,999999.0,YER065C,
LANOSTESTH_SC,Lanosterol ester hydrolase  yeast specific,h2o_c + 0.01 lanostest_SC_c --> h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.01 lanost_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c,0.0,999999.0,YKL140W or YLL012W,
FOLD3m,Dihydropteroate synthase  mitochondrial,2ahhmd_m + 4abz_m --> dhpt_m + ppi_m,0.0,999999.0,YNL256W,
LANOSTESTH_SCe,Lanosterol ester hydrolase  yeast specific  extracellular,h2o_e + 0.01 lanostest_SC_e --> h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.01 lanost_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e,0.0,999999.0,YLR020C,
LANOSTt,Lanosterol reversible transport,lanost_e <=> lanost_c,-999999.0,999999.0,YOR011W or YIL013C,
LCADi,Lactaldehyde dehydrogenase,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,0.0,999999.0,,
LCYSTintv,L cystine transport via proton symport  vacuolar,cysi__L_v + h_v --> cysi__L_c + h_c,0.0,999999.0,YCR075C,
LEUTA,Leucine transaminase,akg_c + leu__L_c <=> 4mop_c + glu__L_c,-999999.0,999999.0,YJR148W,
LEUTAm,Leucine transaminase  mitochondrial,akg_m + leu__L_m <=> 4mop_m + glu__L_m,-999999.0,999999.0,YHR208W,
LEUTRS,Leucyl-tRNA synthetase,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,0.0,999999.0,YPL160W,
LEUTRSm,Leucyl tRNA synthetase  mitochondrial,atp_m + leu__L_m + trnaleu_m --> amp_m + leutrna_m + ppi_m,0.0,999999.0,YLR382C,
ID3ACALDt,Indoleacetaldehyde transport  extracellular,id3acald_c <=> id3acald_e,-999999.0,999999.0,,
ID3ACALDtm,Indole 3 acetaldehyde mitochondrial transport via diffusion,id3acald_c <=> id3acald_m,-999999.0,999999.0,,
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.0,999999.0,YBR248C,
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.0,999999.0,YOR202W,
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.0,999999.0,YKL211C,
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,-999999.0,999999.0,YJR148W,
ILETAm,Isoleucine transaminase  mitochondrial,akg_m + ile__L_m <=> 3mop_m + glu__L_m,-999999.0,999999.0,YHR208W,
ILETRS,Isoleucyl-tRNA synthetase,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,0.0,999999.0,YBL076C,
ILETRSm,Isoleucyl tRNA synthetase  mitochondrial,atp_m + ile__L_m + trnaile_m --> amp_m + iletrna_m + ppi_m,0.0,999999.0,YPL040C,
