reaction_id,reaction_name,subsystem
PUNP3m,Purine nucleoside phosphorylase  Guanosine   mitochondrial,
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),
PUNP5,Purine-nucleoside phosphorylase (Inosine),
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,
PYDAMK,Pyridoxamine kinase,
PYDXK,Pyridoxal kinase,
PYDXNK,Pyridoxine kinase,
PYDXNO,Pyridoxine oxidase,
PYDXO,Pyridoxal oxidase,
PYK,Pyruvate kinase,
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),
PYR5CDm,D1 pyrroline 5 carboxylate dehydrogenase  mitochondrial,
PYRDC,Pyruvate decarboxylase,
